document_id	document_title	sentence_idx	text	types_event	subtypes_event	types_event_unq	subtypes_event_unq	token_cnt	event_cnt	dataset	labels
ge08	ge08_will-general-electric-sell-more-assets-to-maintain-its-dividend.txt	4	` ` GE is already below break-even when it comes to funding the dividend with ongoing free cash flow , with compounding risk if fundamentals come in worse than expectations , ' ' Tusa wrote .	['FinancialReport']	['FinancialReport.Miss']	['FinancialReport']	['FinancialReport.Miss']	36	1	silver	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
ge08	ge08_will-general-electric-sell-more-assets-to-maintain-its-dividend.txt	5	` ` Our sense is that GE will sell assets to plug the near-term hole . ' '	['Financing']	['Financing.None']	['Financing']	['Financing.None']	18	1	silver	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
ge08	ge08_will-general-electric-sell-more-assets-to-maintain-its-dividend.txt	6	But a Morningstar analyst noted in July that Industrial free cash flow turned positive in GE ' s second quarter at over $ 700 million , rebounding from the first quarter ' s negative $ 2.2 billion .	['Profit/Loss', 'Profit/Loss']	['Profit/Loss.Increase_Profit/Loss', 'Profit/Loss.Decrease_Profit/Loss']	['Profit/Loss']	['Profit/Loss.Increase_Profit/Loss', 'Profit/Loss.Decrease_Profit/Loss']	38	2	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
ge08	ge08_will-general-electric-sell-more-assets-to-maintain-its-dividend.txt	7	GE could raise $ 13 billion to $ 14 billion by selling assets in transportation as well as energy / lighting and renewables , and ` ` some smaller businesses within larger segments that most people have never heard of ' ' also could be dumped , Tusa said .	['Financing']	['Financing.None']	['Financing']	['Financing.None']	50	1	silver	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
ge08	ge08_will-general-electric-sell-more-assets-to-maintain-its-dividend.txt	8	He made note of difficult transportation trends into 2018 , including weak locomotive demand in the freight markets , and of low cash margins in energy and renewables .	['Macroeconomics', 'Macroeconomics', 'Macroeconomics']	['Macroeconomics.None', 'Macroeconomics.None', 'Macroeconomics.None']	['Macroeconomics']	['Macroeconomics.None']	29	3	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
ge08	ge08_will-general-electric-sell-more-assets-to-maintain-its-dividend.txt	9	But if GE ' s businesses suffer further in a tougher macro climate , the dividend would be highly vulnerable , ` ` meaning GE is not a safety stock , ' ' Tusa - - described by Bloomberg as a consistent GE bear - - wrote .	['Macroeconomics']	['Macroeconomics.None']	['Macroeconomics']	['Macroeconomics.None']	48	1	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
ge08	ge08_will-general-electric-sell-more-assets-to-maintain-its-dividend.txt	10	GE did n't respond to a request for comment .	[]	[]	[]	[]	10	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
ge08	ge08_will-general-electric-sell-more-assets-to-maintain-its-dividend.txt	11	GE ' s high dividend payouts - - the stock currently has a 3.96 % yield - - have made it attractive to income investors .	['Dividend']	['Dividend.Payment']	['Dividend']	['Dividend.Payment']	26	1	silver	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
ge08	ge08_will-general-electric-sell-more-assets-to-maintain-its-dividend.txt	12	Many believe the dividend is safe , with the 125 - year-old company merely suffering a short-term setback rather than more permanent distress .	[]	[]	[]	[]	24	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
ge08	ge08_will-general-electric-sell-more-assets-to-maintain-its-dividend.txt	13	But others have recently questioned the safety and sustainability of GE ' s dividends .	[]	[]	[]	[]	15	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
ge08	ge08_will-general-electric-sell-more-assets-to-maintain-its-dividend.txt	14	A Deutsche Bank analyst warned in May that GE ' s weak cash flow could mean a cut in dividends , prompting a forceful GE rebuttal .	['Profit/Loss']	['Profit/Loss.Increase_Profit/Loss']	['Profit/Loss']	['Profit/Loss.Increase_Profit/Loss']	27	1	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
ge08	ge08_will-general-electric-sell-more-assets-to-maintain-its-dividend.txt	15	In his note , Tusa maintained an underweight rating on GE stock and a year-end price target of 22 .	['Rating', 'Rating']	['Rating.SellUnderperform', 'Rating.PriceTarget']	['Rating']	['Rating.SellUnderperform', 'Rating.PriceTarget']	20	2	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
ge08	ge08_will-general-electric-sell-more-assets-to-maintain-its-dividend.txt	16	GE shares crumbled 3.6 % Thursday after the JPMorgan Chase report and extended losses on the stock market today , losing 0.8 % to 23.82 .	['SecurityValue', 'SecurityValue']	['SecurityValue.Decrease_SecurityValue', 'SecurityValue.Decrease_SecurityValue']	['SecurityValue']	['SecurityValue.Decrease_SecurityValue']	26	2	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
ge08	ge08_will-general-electric-sell-more-assets-to-maintain-its-dividend.txt	17	GE pegged a fresh two-year intraday low of 23.58 .	['FinancialReport']	['FinancialReport.Miss']	['FinancialReport']	['FinancialReport.Miss']	10	1	silver	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
ge08	ge08_will-general-electric-sell-more-assets-to-maintain-its-dividend.txt	18	GE stock is down 25 % year to date , by far the worst performer on the Dow Jones industrial average .	[]	[]	[]	[]	22	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
ge08	ge08_will-general-electric-sell-more-assets-to-maintain-its-dividend.txt	19	The Dow itself is up more than 10 % so far in 2017 .	['SecurityValue']	['SecurityValue.Increase_SecurityValue']	['SecurityValue']	['SecurityValue.Increase_SecurityValue']	14	1	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
ge08	ge08_will-general-electric-sell-more-assets-to-maintain-its-dividend.txt	20	GE ' s tumbling share price has flattered its dividend yield , but that ' s small comfort to investors who have held the stock on the way down .	['SecurityValue', 'Dividend']	['SecurityValue.Decrease_SecurityValue', 'Dividend.YieldRaise']	['Dividend', 'SecurityValue']	['Dividend.YieldRaise', 'SecurityValue.Decrease_SecurityValue']	30	2	silver	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
ge08	ge08_will-general-electric-sell-more-assets-to-maintain-its-dividend.txt	21	New CEO John Flannery is expected to present his vision for the future in November as well as a potential reset of GE ' s earnings-per-share targets .	['Employment']	['Employment.Start']	['Employment']	['Employment.Start']	28	1	silver	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
ge08	ge08_will-general-electric-sell-more-assets-to-maintain-its-dividend.txt	22	One analyst recently suggested that Flannery may shed the health care unit as he puts the company ' s vast-but-streamlined portfolio under review .	[]	[]	[]	[]	24	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
ge08	ge08_will-general-electric-sell-more-assets-to-maintain-its-dividend.txt	23	Under former CEO Jeff Immelt , GE cut loose its financial and certain consumer units and returned to its industrial core , which include the power , aviation , energy and transportation segments .	['Employment']	['Employment.End']	['Employment']	['Employment.End']	34	1	silver	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
ge08	ge08_will-general-electric-sell-more-assets-to-maintain-its-dividend.txt	24	But those measures failed to revive investor confidence in the company ' s overall strategy , leading to Immelt ' s exit this year .	[]	[]	[]	[]	25	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
ge08	ge08_will-general-electric-sell-more-assets-to-maintain-its-dividend.txt	25	Meanwhile , industrial peer 3M ( MMM ) rose 0.6 % , finding resistance at its 50 - day moving average within a flat-base consolidation .	['SecurityValue']	['SecurityValue.Increase_SecurityValue']	['SecurityValue']	['SecurityValue.Increase_SecurityValue']	26	1	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
ge08	ge08_will-general-electric-sell-more-assets-to-maintain-its-dividend.txt	26	Honeywell ( HON ) added 0.4 % , Siemens ( SIEGY ) slipped 0.9 % and United Technologies ( UTX ) shed 0.4 % .	['SecurityValue', 'SecurityValue', 'SecurityValue']	['SecurityValue.Increase_SecurityValue', 'SecurityValue.Decrease_SecurityValue', 'SecurityValue.Decrease_SecurityValue']	['SecurityValue']	['SecurityValue.Increase_SecurityValue', 'SecurityValue.Decrease_SecurityValue']	25	3	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
ge08	ge08_will-general-electric-sell-more-assets-to-maintain-its-dividend.txt	27	3M and United Technologies , which this week agreed to buy Rockwell Collins ( COL ) for $ 30 billion including debt , are Dow components like GE .	['Merger/Acquisition']	['Merger/Acquisition.None']	['Merger/Acquisition']	['Merger/Acquisition.None']	29	1	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
ge09	ge09_ge-s-expected-q3-profit-surge-may-be-overshadowed-by-dividend-f.txt	0	GE ' s Expected Q3 Profit Surge May Be Overshadowed By Dividend Fears	['Profit/Loss', 'Dividend']	['Profit/Loss.Increase_Profit/Loss', 'Dividend.YieldReduction']	['Dividend', 'Profit/Loss']	['Profit/Loss.Increase_Profit/Loss', 'Dividend.YieldReduction']	13	2	silver	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
ge09	ge09_ge-s-expected-q3-profit-surge-may-be-overshadowed-by-dividend-f.txt	1	General Electric ( GE ) is a leaner , meaner industrial machine under new leadership , but has it been strengthening its free cash flow ?	['Employment', 'FinancialReport']	['Employment.Start', 'FinancialReport.Beat']	['Employment', 'FinancialReport']	['FinancialReport.Beat', 'Employment.Start']	26	2	silver	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
ge09	ge09_ge-s-expected-q3-profit-surge-may-be-overshadowed-by-dividend-f.txt	2	Investors may find out when GE reports Friday .	['FinancialReport']	['FinancialReport.None']	['FinancialReport']	['FinancialReport.None']	9	1	silver	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
ge09	ge09_ge-s-expected-q3-profit-surge-may-be-overshadowed-by-dividend-f.txt	3	At the heart of anxiety about GE ' s industrial FCF ( free cash flow ) is the dividend that springs forth from it .	['FinancialReport']	['FinancialReport.Miss']	['FinancialReport']	['FinancialReport.Miss']	25	1	silver	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
ge09	ge09_ge-s-expected-q3-profit-surge-may-be-overshadowed-by-dividend-f.txt	4	GE currently pays an annualized dividend of 96 cents , translating to a tasty 4.1 % yield .	['Dividend']	['Dividend.Payment']	['Dividend']	['Dividend.Payment']	18	1	silver	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
ge09	ge09_ge-s-expected-q3-profit-surge-may-be-overshadowed-by-dividend-f.txt	5	That has made this Dow component a favorite blue chip for income investors .	[]	[]	[]	[]	14	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
ge09	ge09_ge-s-expected-q3-profit-surge-may-be-overshadowed-by-dividend-f.txt	6	But some analysts have warned of a potential dividend cut as GE prepares to report earnings amid major turnover in its corporate leadership .	['Dividend', 'FinancialReport', 'Profit/Loss', 'Employment']	['Dividend.YieldReduction', 'FinancialReport.None', 'Profit/Loss.None', 'Employment.None']	['FinancialReport', 'Dividend', 'Employment', 'Profit/Loss']	['Profit/Loss.None', 'Dividend.YieldReduction', 'FinancialReport.None', 'Employment.None']	24	4	silver	[0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
ge09	ge09_ge-s-expected-q3-profit-surge-may-be-overshadowed-by-dividend-f.txt	7	New CEO John Flannery has slashed expenses and trimmed the portfolio since assuming the reins on Aug . 1 , though the effect on FCF going forward is n't clear yet .	['Expense', 'Financing', 'Employment']	['Expense.Decrease_Expense', 'Financing.None', 'Employment.Start']	['Employment', 'Expense', 'Financing']	['Financing.None', 'Expense.Decrease_Expense', 'Employment.Start']	32	3	silver	[0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
ge09	ge09_ge-s-expected-q3-profit-surge-may-be-overshadowed-by-dividend-f.txt	8	Analysts surveyed by Zacks Investment Research see EPS increasing 56 % to 50 cents as revenue climbs 9 % to $ 31.92 billion .	['Profit/Loss', 'Revenue']	['Profit/Loss.Increase_Profit/Loss', 'Revenue.Increase_Revenue']	['Revenue', 'Profit/Loss']	['Profit/Loss.Increase_Profit/Loss', 'Revenue.Increase_Revenue']	24	2	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]
ge09	ge09_ge-s-expected-q3-profit-surge-may-be-overshadowed-by-dividend-f.txt	9	Organic revenue and industrial orders are two key closely watched metrics .	['Revenue', 'SalesVolume']	['Revenue.None', 'SalesVolume.None']	['SalesVolume', 'Revenue']	['SalesVolume.None', 'Revenue.None']	12	2	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]
ge09	ge09_ge-s-expected-q3-profit-surge-may-be-overshadowed-by-dividend-f.txt	10	GE must increase attachment rates on service contracts , which can underpin sustained growth in organic revenue , writes Morningstar analyst Barbara Noverini .	['SalesVolume', 'Revenue']	['SalesVolume.Increase_SalesVolume', 'Revenue.Increase_Revenue']	['SalesVolume', 'Revenue']	['SalesVolume.Increase_SalesVolume', 'Revenue.Increase_Revenue']	24	2	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]
ge09	ge09_ge-s-expected-q3-profit-surge-may-be-overshadowed-by-dividend-f.txt	11	The industrial giant ' s profit target of $ 2 per share for next year is another key issue to watch .	['Profit/Loss']	['Profit/Loss.Increase_Profit/Loss']	['Profit/Loss']	['Profit/Loss.Increase_Profit/Loss']	22	1	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
ge09	ge09_ge-s-expected-q3-profit-surge-may-be-overshadowed-by-dividend-f.txt	12	Analysts who cover GE , as well as GE management , are turning cautious about its ability to achieve that goal .	[]	[]	[]	[]	22	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
ge09	ge09_ge-s-expected-q3-profit-surge-may-be-overshadowed-by-dividend-f.txt	13	The company could address its forecast Friday or reserve the topic for Flannery ' s update to investors on Nov . 13 .	['FinancialReport', 'FinancialReport']	['FinancialReport.None', 'FinancialReport.None']	['FinancialReport']	['FinancialReport.None']	23	2	silver	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
ge09	ge09_ge-s-expected-q3-profit-surge-may-be-overshadowed-by-dividend-f.txt	14	Shares of GE slipped 0.1 % to 23.18 on the stock market today , after pegging a two-year-plus low of 22.83 last week .	['SecurityValue', 'SecurityValue']	['SecurityValue.Decrease_SecurityValue', 'SecurityValue.Decrease_SecurityValue']	['SecurityValue']	['SecurityValue.Decrease_SecurityValue']	24	2	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
ge09	ge09_ge-s-expected-q3-profit-surge-may-be-overshadowed-by-dividend-f.txt	15	The stock has plunged more than 25 % so far this year .	['SecurityValue']	['SecurityValue.Decrease_SecurityValue']	['SecurityValue']	['SecurityValue.Decrease_SecurityValue']	13	1	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
ge09	ge09_ge-s-expected-q3-profit-surge-may-be-overshadowed-by-dividend-f.txt	16	Meanwhile , fellow industrial giant Honeywell ( HON ) reports the same day , while Dover ( DOV ) precedes its larger peers with a report Thursday .	['FinancialReport', 'FinancialReport']	['FinancialReport.None', 'FinancialReport.None']	['FinancialReport']	['FinancialReport.None']	28	2	silver	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
ge09	ge09_ge-s-expected-q3-profit-surge-may-be-overshadowed-by-dividend-f.txt	17	Analysts see Honeywell ' s EPS growing 4 % to $ 1.74 on a 1.6 % rise in revenue to $ 9.96 billion .	['Profit/Loss', 'Revenue']	['Profit/Loss.Increase_Profit/Loss', 'Revenue.Increase_Revenue']	['Revenue', 'Profit/Loss']	['Profit/Loss.Increase_Profit/Loss', 'Revenue.Increase_Revenue']	24	2	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]
ge09	ge09_ge-s-expected-q3-profit-surge-may-be-overshadowed-by-dividend-f.txt	18	The company recently said it will spin off its automotive turbocharger business as well as its home HVAC , fire and security business , following a portfolio review .	[]	[]	[]	[]	29	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
ge09	ge09_ge-s-expected-q3-profit-surge-may-be-overshadowed-by-dividend-f.txt	19	It kept its aerospace business , which hedge fund Third Point has targeted for divestiture .	[]	[]	[]	[]	16	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
ge09	ge09_ge-s-expected-q3-profit-surge-may-be-overshadowed-by-dividend-f.txt	20	Analysts expect Dover ' s EPS to jump 28 % to $ 1.11 on a 16 % increase in revenue to $ 1.98 billion .	['Profit/Loss', 'Revenue']	['Profit/Loss.Increase_Profit/Loss', 'Revenue.Increase_Revenue']	['Revenue', 'Profit/Loss']	['Profit/Loss.Increase_Profit/Loss', 'Revenue.Increase_Revenue']	25	2	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]
ge09	ge09_ge-s-expected-q3-profit-surge-may-be-overshadowed-by-dividend-f.txt	21	As with Honeywell , progress on efforts to streamline a diverse portfolio will be closely watched .	['Financing']	['Financing.None']	['Financing']	['Financing.None']	17	1	silver	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
ge09	ge09_ge-s-expected-q3-profit-surge-may-be-overshadowed-by-dividend-f.txt	22	Dover is considering a sale , spinoff or merger of its upstream energy businesses , known as Wellsite .	['Merger/Acquisition']	['Merger/Acquisition.None']	['Merger/Acquisition']	['Merger/Acquisition.None']	19	1	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
ge09	ge09_ge-s-expected-q3-profit-surge-may-be-overshadowed-by-dividend-f.txt	23	Honeywell shares inched up 0.1 % to 143.60 Wednesday and are still in buy range from their Sept . 21 breakout .	['SecurityValue', 'Rating']	['SecurityValue.Increase_SecurityValue', 'Rating.BuyOutperform']	['Rating', 'SecurityValue']	['SecurityValue.Increase_SecurityValue', 'Rating.BuyOutperform']	22	2	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]
ge09	ge09_ge-s-expected-q3-profit-surge-may-be-overshadowed-by-dividend-f.txt	24	Dover fell 0.9 % to 93.24 .	['SecurityValue']	['SecurityValue.Decrease_SecurityValue']	['SecurityValue']	['SecurityValue.Decrease_SecurityValue']	7	1	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
ge10	ge10_ge-s-stock-tumbles-toward-second-6-session-losing-streak-this-m.txt	0	GE ' s stock tumbles toward second 6 - session losing streak this month	['SecurityValue']	['SecurityValue.Decrease_SecurityValue']	['SecurityValue']	['SecurityValue.Decrease_SecurityValue']	14	1	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
ge10	ge10_ge-s-stock-tumbles-toward-second-6-session-losing-streak-this-m.txt	1	General Electric Co . ' s stock shed 1.9 % in active midday trade Monday , putting on track to close at a 5 - year low , and suffer the second 6 - session losing streak this month , in the wake of industrial conglomerate ' s disappointing third-quarter results .	['SecurityValue', 'SecurityValue', 'SecurityValue', 'FinancialReport']	['SecurityValue.Decrease_SecurityValue', 'SecurityValue.Decrease_SecurityValue', 'SecurityValue.Decrease_SecurityValue', 'FinancialReport.Miss']	['FinancialReport', 'SecurityValue']	['FinancialReport.Miss', 'SecurityValue.Decrease_SecurityValue']	52	4	silver	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
ge10	ge10_ge-s-stock-tumbles-toward-second-6-session-losing-streak-this-m.txt	2	The stock has now plunged 14.4 % over the past six sessions , the worst six-session performance since it tumbled 14.7 % during the six-day stretch ending June 22 , 2009 .	['SecurityValue', 'SecurityValue']	['SecurityValue.Decrease_SecurityValue', 'SecurityValue.Decrease_SecurityValue']	['SecurityValue']	['SecurityValue.Decrease_SecurityValue']	32	2	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
ge10	ge10_ge-s-stock-tumbles-toward-second-6-session-losing-streak-this-m.txt	3	The last 6 - session loss streak ended Oct . 13 , but the shares had lost just 6.4 % during that stretch .	['SecurityValue']	['SecurityValue.Decrease_SecurityValue']	['SecurityValue']	['SecurityValue.Decrease_SecurityValue']	24	1	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
ge10	ge10_ge-s-stock-tumbles-toward-second-6-session-losing-streak-this-m.txt	4	The stock , which is headed toward the lowest close since Nov . 16 , 2012 , has been the worst performer among Dow Jones Industrial Average components this year , as it has dropped 35.5 % while the Dow has gained 18.1 % .	['Macroeconomics', 'SecurityValue', 'SecurityValue']	['Macroeconomics.None', 'SecurityValue.Decrease_SecurityValue', 'SecurityValue.Increase_SecurityValue']	['Macroeconomics', 'SecurityValue']	['SecurityValue.Increase_SecurityValue', 'Macroeconomics.None', 'SecurityValue.Decrease_SecurityValue']	45	3	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]
ge11	ge11_ge-s-stock-bounces-sharply-to-pace-dow-gainers.txt	0	GE ' s stock bounces sharply to pace Dow gainers	['SecurityValue', 'Macroeconomics']	['SecurityValue.Increase_SecurityValue', 'Macroeconomics.None']	['Macroeconomics', 'SecurityValue']	['SecurityValue.Increase_SecurityValue', 'Macroeconomics.None']	10	2	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]
ge11	ge11_ge-s-stock-bounces-sharply-to-pace-dow-gainers.txt	1	General Electric Co . ' s stock bounced sharply off earlier lows to rally 1.5 % on heavy volume , enough to pace the gainers within the Dow Jones Industrial Average	['SecurityValue', 'Macroeconomics']	['SecurityValue.Increase_SecurityValue', 'Macroeconomics.None']	['Macroeconomics', 'SecurityValue']	['SecurityValue.Increase_SecurityValue', 'Macroeconomics.None']	31	2	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]
ge11	ge11_ge-s-stock-bounces-sharply-to-pace-dow-gainers.txt	2	The stock was down as much as 2.2 % at its intraday low of $ 17.50 in the first minute after the open , and was up as much as 2.7 % at its high of $ 18.38 , which was reached a little after 11 : 00 a.m . ET .	['SecurityValue', 'SecurityValue']	['SecurityValue.Decrease_SecurityValue', 'SecurityValue.Increase_SecurityValue']	['SecurityValue']	['SecurityValue.Increase_SecurityValue', 'SecurityValue.Decrease_SecurityValue']	52	2	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
ge11	ge11_ge-s-stock-bounces-sharply-to-pace-dow-gainers.txt	3	Volume of 86 million shares made the stock the day ' s most actively traded .	['SalesVolume']	['SalesVolume.None']	['SalesVolume']	['SalesVolume.None']	16	1	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
ge11	ge11_ge-s-stock-bounces-sharply-to-pace-dow-gainers.txt	4	The stock was on track for just the fourth gain in the 18 sessions since the day after GE reported third-quarter results .	['SecurityValue', 'FinancialReport']	['SecurityValue.Increase_SecurityValue', 'FinancialReport.None']	['FinancialReport', 'SecurityValue']	['SecurityValue.Increase_SecurityValue', 'FinancialReport.None']	23	2	silver	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
ge11	ge11_ge-s-stock-bounces-sharply-to-pace-dow-gainers.txt	5	The bounce comes after the 12.6 % plunge in the past two sessions to six-year low , as investors and analysts expressed disappointment over new Chief Executive John Flannery ' s turnaround plan .	['SecurityValue', 'SecurityValue']	['SecurityValue.Increase_SecurityValue', 'SecurityValue.Decrease_SecurityValue']	['SecurityValue']	['SecurityValue.Increase_SecurityValue', 'SecurityValue.Decrease_SecurityValue']	34	2	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
ge11	ge11_ge-s-stock-bounces-sharply-to-pace-dow-gainers.txt	6	Despite Wednesday ' s rally , GE ' s stock was still by far the worst performer among Dow components over the past three months , shedding 27.8 % over that time .	['SecurityValue', 'Macroeconomics', 'SecurityValue']	['SecurityValue.Increase_SecurityValue', 'Macroeconomics.None', 'SecurityValue.Decrease_SecurityValue']	['Macroeconomics', 'SecurityValue']	['SecurityValue.Increase_SecurityValue', 'SecurityValue.Decrease_SecurityValue', 'Macroeconomics.None']	33	3	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]
ge11	ge11_ge-s-stock-bounces-sharply-to-pace-dow-gainers.txt	7	The next worst were shares of Merck & Co . which have lost 12.1 % .	['SecurityValue']	['SecurityValue.Decrease_SecurityValue']	['SecurityValue']	['SecurityValue.Decrease_SecurityValue']	16	1	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
ge11	ge11_ge-s-stock-bounces-sharply-to-pace-dow-gainers.txt	8	Meanwhile , the Dow has gained 6.0 % the past three months .	['SecurityValue']	['SecurityValue.Increase_SecurityValue']	['SecurityValue']	['SecurityValue.Increase_SecurityValue']	13	1	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
